Classement de fréquence,Lexème,Orthographe standard (dans les journaux),Lecture standard (en Hiragana),Nature
13805,墨書,墨書,ぼくしょ,名詞-普通名詞-サ変可能
13805,マグマ,マグマ,まぐま,名詞-普通名詞-一般
13805,レファレンス,レファレンス,れふぁれんす,名詞-普通名詞-一般
13805,速読,速読,そくどく,名詞-普通名詞-サ変可能
13805,揺るがす,揺るがす,ゆるがす,動詞-一般
13898,剥ぐ,剥ぐ,はぐ,動詞-一般
13898,凭れる,もたれる,もたれる,動詞-一般
13898,焦げる,焦げる,こげる,動詞-一般
13898,打ち付ける,打ちつける,うちつける,動詞-一般
13898,遅らせる,遅らせる,おくらせる,動詞-一般
13898,匙,匙,さじ,名詞-普通名詞-一般
13898,仕切り,仕切り,しきり,名詞-普通名詞-一般
13898,最短,最短,さいたん,名詞-普通名詞-一般
13898,支柱,支柱,しちゅう,名詞-普通名詞-一般
13898,範,範,はん,名詞-普通名詞-一般
13898,号令,号令,ごうれい,名詞-普通名詞-サ変可能
13898,温か,新羅,しらぎ,形状詞-一般
13898,戦勝,戦勝,せんしょう,名詞-普通名詞-サ変可能
13898,同上,同上,どうじょう,名詞-普通名詞-一般
13898,アナウンス,アナウンス,あなうんす,名詞-普通名詞-サ変可能
13898,完備,完備,かんび,名詞-普通名詞-サ変可能
13898,権勢,権勢,けんせい,名詞-普通名詞-一般
13898,収拾,収拾,しゅうしゅう,名詞-普通名詞-サ変可能
13898,弱体,弱体,じゃくたい,名詞-普通名詞-形状詞可能
13898,ぐる,ぐる,ぐる,副詞
13898,追悼,追悼,ついとう,名詞-普通名詞-サ変可能
13898,パズル,パズル,ぱずる,名詞-普通名詞-一般
13898,画一,画一,かくいつ,名詞-普通名詞-サ変可能
13898,打破,打破,だは,名詞-普通名詞-サ変可能
13898,高地,高地,こうち,名詞-普通名詞-一般
13898,湖畔,湖畔,こはん,名詞-普通名詞-一般
13898,次期,次期,じき,名詞-普通名詞-一般
13898,累積,累積,るいせき,名詞-普通名詞-サ変可能
13898,温存,温存,おんぞん,名詞-普通名詞-サ変可能
13898,大河,大河,たいが,名詞-普通名詞-一般
13898,閉店,閉店,へいてん,名詞-普通名詞-サ変可能
13898,神官,神官,しんかん,名詞-普通名詞-一般
13898,片足,片足,かたあし,名詞-普通名詞-一般
13898,様態,様態,ようたい,名詞-普通名詞-一般
13898,平民,平民,へいみん,名詞-普通名詞-一般
13898,上乗せ,上乗せ,うわのせ,名詞-普通名詞-サ変可能
13898,同前,同前,どうぜん,名詞-普通名詞-一般
13898,赤み,赤み,あかみ,名詞-普通名詞-一般
13898,公約,公約,こうやく,名詞-普通名詞-サ変可能
13898,怨霊,怨霊,おんりょう,名詞-普通名詞-一般
13898,話し言葉,話し言葉,はなしことば,名詞-普通名詞-一般
13898,援軍,援軍,えんぐん,名詞-普通名詞-一般
13898,法事,法事,ほうじ,名詞-普通名詞-一般
13898,仄,ほの,ほの,接頭辞
13898,居留,居留,きょりゅう,名詞-普通名詞-サ変可能
13898,時空,時空,じくう,名詞-普通名詞-一般
13898,アマ■amateur,アマ,あま,名詞-普通名詞-一般
13898,ｊａ,ＪＡ,じぇーえー,名詞-普通名詞-一般
13898,南北朝,南北朝,なんぼくちょう,名詞-普通名詞-一般
13898,水滴,水滴,すいてき,名詞-普通名詞-一般
13898,自生,自生,じせい,名詞-普通名詞-サ変可能
13898,鉢植え,鉢植え,はちうえ,名詞-普通名詞-一般
13898,パッド,パッド,ぱっど,名詞-普通名詞-一般
13898,報国,報国,ほうこく,名詞-普通名詞-一般
13898,害虫,害虫,がいちゅう,名詞-普通名詞-一般
13898,床下,床下,ゆかした,名詞-普通名詞-一般
13898,俳諧,俳諧,はいかい,名詞-普通名詞-一般
13898,叙情,叙情,じょじょう,名詞-普通名詞-一般
13898,ばっと,ばっと,ばっと,副詞
13898,遺構,遺構,いこう,名詞-普通名詞-一般
13898,血行,血行,けっこう,名詞-普通名詞-一般
13898,人衆,人衆,じんしゅう,名詞-普通名詞-一般
13898,赤花,赤花,あかばな,名詞-普通名詞-一般
13898,ボディーガード,ボディーガード,ぼでぃーがーど,名詞-普通名詞-一般
13898,諸語,諸語,しょご,名詞-普通名詞-一般
13898,汲み取る,くみ取る,くみとる,動詞-一般
13898,廃する,廃する,はいする,動詞-一般
13980,切り抜ける,切り抜ける,きりぬける,動詞-一般
13980,取り直す,取り直す,とりなおす,動詞-一般
13980,降り懸かる,降りかかる,ふりかかる,動詞-一般
13980,ごちゃごちゃ,ごちゃごちゃ,ごちゃごちゃ,副詞
13980,底辺,底辺,ていへん,名詞-普通名詞-一般
13980,絶え間,絶え間,たえま,名詞-普通名詞-一般
13980,自前,自前,じまえ,名詞-普通名詞-一般
13980,技量,技量,ぎりょう,名詞-普通名詞-一般
13980,氷河,氷河,ひょうが,名詞-普通名詞-一般
13980,述懐,述懐,じゅっかい,名詞-普通名詞-サ変可能
13980,常傭,常傭,じょうよう,名詞-普通名詞-サ変可能
13980,助長,助長,じょちょう,名詞-普通名詞-サ変可能
13980,鑿,のみ,のみ,名詞-普通名詞-一般
13980,同類,同類,どうるい,名詞-普通名詞-一般
13980,喇叭,ラッパ,らっぱ,名詞-普通名詞-一般
13980,勾配,勾配,こうばい,名詞-普通名詞-一般
13980,魚屋,魚屋,さかなや,名詞-普通名詞-一般
13980,折々,折々,おりおり,名詞-普通名詞-副詞可能
13980,斯かる,かかる,かかる,連体詞
13980,はらはら,ハラハラ,はらはら,副詞
13980,二分,二分,にぶん,名詞-普通名詞-サ変可能
13980,五輪,五輪,ごりん,名詞-普通名詞-一般
13980,信奉,信奉,しんぽう,名詞-普通名詞-サ変可能
